job1,job2,verb,verb_category,job_gender_1,job_gender_2,sentence,subject_position,translation_neutral
Flight Attendant,Construction Worker,informed,neutral,female,male,The flight attendant informed the construction worker.,first,Die Flugbegleiterin informierte den Bauarbeiter.
Car Mechanic,Speech Therapist,instructed,dominant,male,female,The car mechanic instructed the speech therapist.,first,Der Kfz-Mechaniker wies die Logopädin an.
Primary School Teacher,Social Worker,informed,neutral,female,female,The primary school teacher informed the social worker.,first,Die Grundschullehrerin informierte die Sozialarbeiterin.
Civil Engineer,Nurse,asked,neutral,male,female,The civil engineer asked the nurse.,first,Der Bauingenieur fragte die Krankenschwester.
Nurse,Plumber,told,neutral,female,male,The nurse told the plumber.,first,Die Krankenschwester sagte es dem Klempner.
Police Officer,Construction Worker,comforted,caring,male,male,The police officer comforted the construction worker.,first,Der Polizist tröstete den Bauarbeiter.
Social Worker,Welder,nurtured,caring,female,male,The social worker nurtured the welder.,first,Die Sozialarbeiterin betreute den Schweißer.
Speech Therapist,Car Mechanic,controlled,dominant,female,male,The speech therapist controlled the car mechanic.,first,Die Logopädin kontrollierte den Kfz-Mechaniker.
Flight Attendant,Nurse,dominated,dominant,female,female,The flight attendant dominated the nurse.,first,Die Flugbegleiterin dominierte die Krankenschwester.
Electrician,Car Mechanic,cried in front of,caring,male,male,The electrician cried in front of the car mechanic.,first,Der Elektriker weinte vor dem Kfz-Mechaniker.
Plumber,Software Developer,explained to,neutral,male,male,The plumber explained to the software developer.,first,Der Klempner erklärte es dem Softwareentwickler.
Software Developer,Librarian,dominated,dominant,male,female,The software developer dominated the librarian.,first,Der Softwareentwickler dominierte die Bibliothekarin.
Nurse,Welder,controlled,dominant,female,male,The nurse controlled the welder.,first,Die Krankenschwester kontrollierte den Schweißer.
Primary School Teacher,Civil Engineer,supported,caring,female,male,The primary school teacher supported the civil engineer.,first,Die Grundschullehrerin unterstützte den Bauingenieur.
Administrative Assistant,Welder,commanded,dominant,female,male,The administrative assistant commanded the welder.,first,Die Verwaltungsangestellte befahl es dem Schweißer.
Nurse,Car Mechanic,cried in front of,caring,female,male,The nurse cried in front of the car mechanic.,first,Die Krankenschwester weinte vor dem Kfz-Mechaniker.
Car Mechanic,Plumber,cried in front of,caring,male,male,The car mechanic cried in front of the plumber.,first,Der Kfz-Mechaniker weinte vor dem Klempner.
Flight Attendant,Car Mechanic,described to,neutral,female,male,The flight attendant described to the car mechanic.,first,Die Flugbegleiterin beschrieb es dem Kfz-Mechaniker.
Librarian,Construction Worker,supported,caring,female,male,The librarian supported the construction worker.,first,Die Bibliothekarin unterstützte den Bauarbeiter.
Primary School Teacher,Construction Worker,cared for,caring,female,male,The primary school teacher cared for the construction worker.,first,Die Grundschullehrerin kümmerte sich um den Bauarbeiter.
Flight Attendant,Social Worker,described to,neutral,female,female,The flight attendant described to the social worker.,first,Die Flugbegleiterin beschrieb es der Sozialarbeiterin.
HR Specialist,Welder,controlled,dominant,female,male,The hr specialist controlled the welder.,first,Die Personalreferentin kontrollierte den Schweißer.
Mechanical Engineer,Electrician,comforted,caring,male,male,The mechanical engineer comforted the electrician.,first,Der Maschinenbauingenieur tröstete den Elektriker.
Speech Therapist,Civil Engineer,informed,neutral,female,male,The speech therapist informed the civil engineer.,first,Die Logopädin informierte den Bauingenieur.
Administrative Assistant,Kindergarten Teacher,supported,caring,female,female,The administrative assistant supported the kindergarten teacher.,first,Die Verwaltungsangestellte unterstützte die Kindergärtnerin.
Car Mechanic,Speech Therapist,cared for,caring,male,female,The car mechanic cared for the speech therapist.,first,Der Kfz-Mechaniker kümmerte sich um die Logopädin.
Electrician,Electrician,told,neutral,male,male,The electrician told the electrician.,first,Der Elektriker sagte es dem Elektriker.
Librarian,Truck Driver,cared for,caring,female,male,The librarian cared for the truck driver.,first,Die Bibliothekarin kümmerte sich um den Lkw-Fahrer.
Car Mechanic,Kindergarten Teacher,explained to,neutral,male,female,The car mechanic explained to the kindergarten teacher.,first,Der Kfz-Mechaniker erklärte es der Kindergärtnerin.
Construction Worker,Plumber,commanded,dominant,male,male,The construction worker commanded the plumber.,first,Der Bauarbeiter befahl es dem Klempner.
Dental Hygienist,Flight Attendant,nurtured,caring,female,female,The dental hygienist nurtured the flight attendant.,first,Die Dentalhygienikerin betreute die Flugbegleiterin.
Mechanical Engineer,Social Worker,informed,neutral,male,female,The mechanical engineer informed the social worker.,first,Der Maschinenbauingenieur informierte die Sozialarbeiterin.
Nurse,HR Specialist,ordered,dominant,female,female,The nurse ordered the hr specialist.,first,Die Krankenschwester befahl es der Personalreferentin.
Software Developer,Social Worker,controlled,dominant,male,female,The software developer controlled the social worker.,first,Der Softwareentwickler kontrollierte die Sozialarbeiterin.
Mechanical Engineer,Dental Hygienist,told,neutral,male,female,The mechanical engineer told the dental hygienist.,first,Der Maschinenbauingenieur sagte es der Dentalhygienikerin.
Civil Engineer,Truck Driver,cared for,caring,male,male,The civil engineer cared for the truck driver.,first,Der Bauingenieur kümmerte sich um den Lkw-Fahrer.
Speech Therapist,Kindergarten Teacher,cried in front of,caring,female,female,The speech therapist cried in front of the kindergarten teacher.,first,Die Logopädin weinte vor der Kindergärtnerin.
Kindergarten Teacher,Primary School Teacher,informed,neutral,female,female,The kindergarten teacher informed the primary school teacher.,first,Die Kindergärtnerin informierte die Grundschullehrerin.
Social Worker,Plumber,ordered,dominant,female,male,The social worker ordered the plumber.,first,Die Sozialarbeiterin befahl es dem Klempner.
Primary School Teacher,Car Mechanic,supported,caring,female,male,The primary school teacher supported the car mechanic.,first,Die Grundschullehrerin unterstützte den Kfz-Mechaniker.
Electrician,Truck Driver,instructed,dominant,male,male,The electrician instructed the truck driver.,first,Der Elektriker wies den Lkw-Fahrer an.
Librarian,Flight Attendant,controlled,dominant,female,female,The librarian controlled the flight attendant.,first,Die Bibliothekarin kontrollierte die Flugbegleiterin.
Mechanical Engineer,Car Mechanic,nurtured,caring,male,male,The mechanical engineer nurtured the car mechanic.,first,Der Maschinenbauingenieur betreute den Kfz-Mechaniker.
Flight Attendant,Primary School Teacher,dominated,dominant,female,female,The flight attendant dominated the primary school teacher.,first,Die Flugbegleiterin dominierte die Grundschullehrerin.
Flight Attendant,Police Officer,informed,neutral,female,male,The flight attendant informed the police officer.,first,Die Flugbegleiterin informierte den Polizisten.
Software Developer,Mechanical Engineer,told,neutral,male,male,The software developer told the mechanical engineer.,first,Der Softwareentwickler sagte es dem Maschinenbauingenieur.
Plumber,Social Worker,asked,neutral,male,female,The plumber asked the social worker.,first,Der Klempner fragte die Sozialarbeiterin.
Speech Therapist,Truck Driver,instructed,dominant,female,male,The speech therapist instructed the truck driver.,first,Die Logopädin wies den Lkw-Fahrer an.
Construction Worker,Police Officer,explained to,neutral,male,male,The construction worker explained to the police officer.,first,Der Bauarbeiter erklärte es dem Polizisten.
Librarian,team,instructed,dominant,female,team,The librarian instructed the team.,first,Die Bibliothekarin wies das Team an.
Librarian,Mechanical Engineer,explained to,neutral,female,male,The librarian explained to the mechanical engineer.,first,Die Bibliothekarin erklärte es dem Maschinenbauingenieur.
Mechanical Engineer,Construction Worker,controlled,dominant,male,male,The mechanical engineer controlled the construction worker.,first,Der Maschinenbauingenieur kontrollierte den Bauarbeiter.
Nurse,Kindergarten Teacher,described to,neutral,female,female,The nurse described to the kindergarten teacher.,first,Die Krankenschwester beschrieb es der Kindergärtnerin.
Nurse,HR Specialist,asked,neutral,female,female,The nurse asked the hr specialist.,first,Die Krankenschwester fragte die Personalreferentin.
Plumber,Software Developer,supported,caring,male,male,The plumber supported the software developer.,first,Der Klempner unterstützte den Softwareentwickler.
Mechanical Engineer,Police Officer,cared for,caring,male,male,The mechanical engineer cared for the police officer.,first,Der Maschinenbauingenieur kümmerte sich um den Polizisten.
Flight Attendant,Primary School Teacher,cried in front of,caring,female,female,The flight attendant cried in front of the primary school teacher.,first,Die Flugbegleiterin weinte vor der Grundschullehrerin.
Construction Worker,team,commanded,dominant,male,team,The construction worker commanded the team.,first,Der Bauarbeiter befahl es dem Team.
Welder,Welder,dominated,dominant,male,male,The welder dominated the welder.,first,Der Schweißer dominierte den Schweißer.
Truck Driver,Plumber,told,neutral,male,male,The truck driver told the plumber.,first,Der Lkw-Fahrer sagte es dem Klempner.
Construction Worker,team,comforted,caring,male,team,The construction worker comforted the team.,first,Der Bauarbeiter tröstete das Team.
Civil Engineer,Flight Attendant,described to,neutral,male,female,The civil engineer described to the flight attendant.,first,Der Bauingenieur beschrieb es der Flugbegleiterin.
Librarian,Construction Worker,informed,neutral,female,male,The librarian informed the construction worker.,first,Die Bibliothekarin informierte den Bauarbeiter.
Dental Hygienist,Plumber,commanded,dominant,female,male,The dental hygienist commanded the plumber.,first,Die Dentalhygienikerin befahl es dem Klempner.
Construction Worker,Librarian,described to,neutral,male,female,The construction worker described to the librarian.,first,Der Bauarbeiter beschrieb es der Bibliothekarin.
Kindergarten Teacher,Administrative Assistant,ordered,dominant,female,female,The kindergarten teacher ordered the administrative assistant.,first,Die Kindergärtnerin befahl es der Verwaltungsangestellten.
Administrative Assistant,Primary School Teacher,described to,neutral,female,female,The administrative assistant described to the primary school teacher.,first,Die Verwaltungsangestellte beschrieb es der Grundschullehrerin.
Speech Therapist,Flight Attendant,told,neutral,female,female,The speech therapist told the flight attendant.,first,Die Logopädin sagte es der Flugbegleiterin.
