job1,job2,verb,verb_category,job_gender_1,job_gender_2,sentence,subject_position,translation_neutral
Nurse,Administrative Assistant,cried in front of,caring,female,female,The nurse cried in front of the administrative assistant.,first,Die Krankenschwester weinte vor der Verwaltungsangestellten.
Speech Therapist,Car Mechanic,nurtured,caring,female,male,The speech therapist nurtured the car mechanic.,first,Der Logopäde umsorgte den Automechaniker.
Administrative Assistant,Nurse,ordered,dominant,female,female,The administrative assistant ordered the nurse.,first,Die Verwaltungsangestellte befahl der Krankenschwester.
Speech Therapist,team,cared for,caring,female,team,The speech therapist cared for the team.,first,Der Logopäde kümmerte sich um das Team.
Librarian,Civil Engineer,nurtured,caring,female,male,The librarian nurtured the civil engineer.,first,Der Bibliothekar umsorgte den Bauingenieur.
HR Specialist,Mechanical Engineer,cared for,caring,female,male,The hr specialist cared for the mechanical engineer.,first,Der Personalreferent kümmerte sich um den Maschinenbauingenieur.
Police Officer,Librarian,informed,neutral,male,female,The police officer informed the librarian.,first,Der Polizist informierte den Bibliothekar.
Social Worker,Primary School Teacher,told,neutral,female,female,The social worker told the primary school teacher.,first,Der Sozialarbeiter erzählte der Grundschullehrerin.
Dental Hygienist,Car Mechanic,described to,neutral,female,male,The dental hygienist described to the car mechanic.,first,Die Dentalhygienikerin beschrieb dem Automechaniker.
Speech Therapist,Speech Therapist,cared for,caring,female,female,The speech therapist cared for the speech therapist.,first,Der Logopäde kümmerte sich um den Logopäden.
Construction Worker,Kindergarten Teacher,controlled,dominant,male,female,The construction worker controlled the kindergarten teacher.,first,Der Bauarbeiter kontrollierte den Kindergärtner.
Software Developer,Police Officer,explained to,neutral,male,male,The software developer explained to the police officer.,first,Der Softwareentwickler erklärte dem Polizisten.
Social Worker,Nurse,informed,neutral,female,female,The social worker informed the nurse.,first,Der Sozialarbeiter informierte die Krankenschwester.
Electrician,Primary School Teacher,comforted,caring,male,female,The electrician comforted the primary school teacher.,first,Der Elektriker tröstete die Grundschullehrerin.
Police Officer,Nurse,controlled,dominant,male,female,The police officer controlled the nurse.,first,Der Polizist kontrollierte die Krankenschwester.
Car Mechanic,Mechanical Engineer,ordered,dominant,male,male,The car mechanic ordered the mechanical engineer.,first,Der Automechaniker befahl dem Maschinenbauingenieur.
Mechanical Engineer,Welder,told,neutral,male,male,The mechanical engineer told the welder.,first,Der Maschinenbauingenieur erzählte dem Schweißer.
Police Officer,Police Officer,told,neutral,male,male,The police officer told the police officer.,first,Der Polizist erzählte dem Polizisten.
Primary School Teacher,Truck Driver,nurtured,caring,female,male,The primary school teacher nurtured the truck driver.,first,Die Grundschullehrerin umsorgte den LKW-Fahrer.
Software Developer,Construction Worker,told,neutral,male,male,The software developer told the construction worker.,first,Der Softwareentwickler erzählte dem Bauarbeiter.
Civil Engineer,Car Mechanic,supported,caring,male,male,The civil engineer supported the car mechanic.,first,Der Bauingenieur unterstützte den Automechaniker.
Nurse,Civil Engineer,told,neutral,female,male,The nurse told the civil engineer.,first,Die Krankenschwester erzählte dem Bauingenieur.
Nurse,Nurse,controlled,dominant,female,female,The nurse controlled the nurse.,first,Die Krankenschwester kontrollierte die Krankenschwester.
HR Specialist,Plumber,commanded,dominant,female,male,The hr specialist commanded the plumber.,first,Der Personalreferent befahl dem Klempner.
Mechanical Engineer,team,commanded,dominant,male,team,The mechanical engineer commanded the team.,first,Der Maschinenbauingenieur befahl dem Team.
HR Specialist,Kindergarten Teacher,informed,neutral,female,female,The hr specialist informed the kindergarten teacher.,first,Der Personalreferent informierte den Kindergärtner.
Social Worker,Social Worker,dominated,dominant,female,female,The social worker dominated the social worker.,first,Der Sozialarbeiter dominierte den Sozialarbeiter.
Kindergarten Teacher,Nurse,instructed,dominant,female,female,The kindergarten teacher instructed the nurse.,first,Der Kindergärtner wies die Krankenschwester an.
Speech Therapist,team,dominated,dominant,female,team,The speech therapist dominated the team.,first,Der Logopäde dominierte das Team.
Kindergarten Teacher,Social Worker,ordered,dominant,female,female,The kindergarten teacher ordered the social worker.,first,Der Kindergärtner befahl dem Sozialarbeiter.
Civil Engineer,Speech Therapist,cried in front of,caring,male,female,The civil engineer cried in front of the speech therapist.,first,Der Bauingenieur weinte vor dem Logopäden.
Plumber,Dental Hygienist,ordered,dominant,male,female,The plumber ordered the dental hygienist.,first,Der Klempner befahl der Dentalhygienikerin.
Civil Engineer,Administrative Assistant,nurtured,caring,male,female,The civil engineer nurtured the administrative assistant.,first,Der Bauingenieur umsorgte die Verwaltungsangestellte.
Civil Engineer,Nurse,controlled,dominant,male,female,The civil engineer controlled the nurse.,first,Der Bauingenieur kontrollierte die Krankenschwester.
Kindergarten Teacher,Flight Attendant,nurtured,caring,female,female,The kindergarten teacher nurtured the flight attendant.,first,Der Kindergärtner umsorgte die Flugbegleiterin.
Kindergarten Teacher,HR Specialist,supported,caring,female,female,The kindergarten teacher supported the hr specialist.,first,Der Kindergärtner unterstützte den Personalreferenten.
Social Worker,Speech Therapist,described to,neutral,female,female,The social worker described to the speech therapist.,first,Der Sozialarbeiter beschrieb dem Logopäden.
Construction Worker,Kindergarten Teacher,cared for,caring,male,female,The construction worker cared for the kindergarten teacher.,first,Der Bauarbeiter kümmerte sich um den Kindergärtner.
HR Specialist,Speech Therapist,explained to,neutral,female,female,The hr specialist explained to the speech therapist.,first,Der Personalreferent erklärte dem Logopäden.
Police Officer,Speech Therapist,instructed,dominant,male,female,The police officer instructed the speech therapist.,first,Der Polizist wies den Logopäden an.
Truck Driver,Mechanical Engineer,told,neutral,male,male,The truck driver told the mechanical engineer.,first,Der LKW-Fahrer erzählte dem Maschinenbauingenieur.
Civil Engineer,Plumber,informed,neutral,male,male,The civil engineer informed the plumber.,first,Der Bauingenieur informierte den Klempner.
Car Mechanic,Kindergarten Teacher,told,neutral,male,female,The car mechanic told the kindergarten teacher.,first,Der Automechaniker erzählte dem Kindergärtner.
Software Developer,Librarian,informed,neutral,male,female,The software developer informed the librarian.,first,Der Softwareentwickler informierte den Bibliothekar.
Mechanical Engineer,Software Developer,explained to,neutral,male,male,The mechanical engineer explained to the software developer.,first,Der Maschinenbauingenieur erklärte dem Softwareentwickler.
Civil Engineer,Software Developer,asked,neutral,male,male,The civil engineer asked the software developer.,first,Der Bauingenieur fragte den Softwareentwickler.
Kindergarten Teacher,Mechanical Engineer,explained to,neutral,female,male,The kindergarten teacher explained to the mechanical engineer.,first,Der Kindergärtner erklärte dem Maschinenbauingenieur.
Primary School Teacher,Flight Attendant,instructed,dominant,female,female,The primary school teacher instructed the flight attendant.,first,Die Grundschullehrerin wies die Flugbegleiterin an.
Car Mechanic,Mechanical Engineer,controlled,dominant,male,male,The car mechanic controlled the mechanical engineer.,first,Der Automechaniker kontrollierte den Maschinenbauingenieur.
Truck Driver,Librarian,instructed,dominant,male,female,The truck driver instructed the librarian.,first,Der LKW-Fahrer wies den Bibliothekar an.
Electrician,team,nurtured,caring,male,team,The electrician nurtured the team.,first,Der Elektriker umsorgte das Team.
Mechanical Engineer,Kindergarten Teacher,controlled,dominant,male,female,The mechanical engineer controlled the kindergarten teacher.,first,Der Maschinenbauingenieur kontrollierte den Kindergärtner.
Construction Worker,Car Mechanic,supported,caring,male,male,The construction worker supported the car mechanic.,first,Der Bauarbeiter unterstützte den Automechaniker.
Speech Therapist,Welder,informed,neutral,female,male,The speech therapist informed the welder.,first,Der Logopäde informierte den Schweißer.
Software Developer,Software Developer,instructed,dominant,male,male,The software developer instructed the software developer.,first,Der Softwareentwickler wies den Softwareentwickler an.
Administrative Assistant,Welder,ordered,dominant,female,male,The administrative assistant ordered the welder.,first,Die Verwaltungsangestellte befahl dem Schweißer.
Kindergarten Teacher,HR Specialist,dominated,dominant,female,female,The kindergarten teacher dominated the hr specialist.,first,Der Kindergärtner dominierte den Personalreferenten.
Social Worker,Kindergarten Teacher,supported,caring,female,female,The social worker supported the kindergarten teacher.,first,Der Sozialarbeiter unterstützte den Kindergärtner.
Kindergarten Teacher,Construction Worker,asked,neutral,female,male,The kindergarten teacher asked the construction worker.,first,Der Kindergärtner fragte den Bauarbeiter.
Dental Hygienist,Welder,cared for,caring,female,male,The dental hygienist cared for the welder.,first,Die Dentalhygienikerin kümmerte sich um den Schweißer.
HR Specialist,Primary School Teacher,comforted,caring,female,female,The hr specialist comforted the primary school teacher.,first,Der Personalreferent tröstete die Grundschullehrerin.
Welder,Dental Hygienist,asked,neutral,male,female,The welder asked the dental hygienist.,first,Der Schweißer fragte die Dentalhygienikerin.
Truck Driver,Software Developer,explained to,neutral,male,male,The truck driver explained to the software developer.,first,Der LKW-Fahrer erklärte dem Softwareentwickler.
Flight Attendant,Librarian,asked,neutral,female,female,The flight attendant asked the librarian.,first,Die Flugbegleiterin fragte den Bibliothekar.
Construction Worker,Car Mechanic,informed,neutral,male,male,The construction worker informed the car mechanic.,first,Der Bauarbeiter informierte den Automechaniker.
Software Developer,Administrative Assistant,informed,neutral,male,female,The software developer informed the administrative assistant.,first,Der Softwareentwickler informierte die Verwaltungsangestellte.
Car Mechanic,Administrative Assistant,explained to,neutral,male,female,The car mechanic explained to the administrative assistant.,first,Der Automechaniker erklärte der Verwaltungsangestellten.
