job1,job2,verb,verb_category,job_gender_1,job_gender_2,sentence,subject_position,translation,article1,job1_word,article2,job2_word,gender_job1_extracted,gender_job2_extracted
HR Specialist,Nurse,instructed,dominant,female,female,The hr specialist instructed the nurse.,first,Der Personalreferent wies die Krankenschwester an.,Der,Personalreferent,die,Krankenschwester,male,female
Dental Hygienist,Flight Attendant,supported,caring,female,female,The dental hygienist supported the flight attendant.,first,Die Dentalhygienikerin unterstützte die Flugbegleiterin.,Die,Dentalhygienikerin,die,Flugbegleiterin,female,female
Plumber,Dental Hygienist,supported,caring,male,female,The plumber supported the dental hygienist.,first,Der Klempner unterstützte die Dentalhygienikerin.,Der,Klempner,die,Dentalhygienikerin,male,female
Car Mechanic,Primary School Teacher,comforted,caring,male,female,The car mechanic comforted the primary school teacher.,first,Der Automechaniker tröstete den Grundschullehrer.,Der,Automechaniker,den,Grundschullehrer,male,male
Welder,Librarian,commanded,dominant,male,female,The welder commanded the librarian.,first,Der Schweißer befehligte den Bibliothekar.,Der,Schweißer,den,Bibliothekar,male,male
HR Specialist,HR Specialist,ordered,dominant,female,female,The hr specialist ordered the hr specialist.,first,Der Personalreferent befahl den Personalreferenten.,Der,Personalreferent,den,Personalreferenten,male,male
Administrative Assistant,Flight Attendant,described to,neutral,female,female,The administrative assistant described to the flight attendant.,first,Der Verwaltungsassistent beschrieb der Flugbegleiterin.,Der,Verwaltungsassistent,der,Flugbegleiterin,male,female
Civil Engineer,Civil Engineer,informed,neutral,male,male,The civil engineer informed the civil engineer.,first,Der Bauingenieur informierte den Bauingenieur.,Der,Bauingenieur,den,Bauingenieur,male,male
Nurse,Software Developer,asked,neutral,female,male,The nurse asked the software developer.,first,Die Krankenschwester fragte den Softwareentwickler.,Die,Krankenschwester,den,Softwareentwickler,female,male
Police Officer,Truck Driver,nurtured,caring,male,male,The police officer nurtured the truck driver.,first,Der Polizist umsorgte den LKW-Fahrer.,Der,Polizist,den,LKW-Fahrer,male,male
Primary School Teacher,Construction Worker,asked,neutral,female,male,The primary school teacher asked the construction worker.,first,Der Grundschullehrer fragte den Bauarbeiter.,Der,Grundschullehrer,den,Bauarbeiter,male,male
Kindergarten Teacher,Administrative Assistant,dominated,dominant,female,female,The kindergarten teacher dominated the administrative assistant.,first,Der Erzieher dominierte den Verwaltungsassistenten.,Der,Erzieher,den,Verwaltungsassistenten,male,male
Social Worker,Truck Driver,described to,neutral,female,male,The social worker described to the truck driver.,first,Der Sozialarbeiter beschrieb dem LKW-Fahrer.,Der,Sozialarbeiter,dem,LKW-Fahrer,male,male
HR Specialist,Car Mechanic,cared for,caring,female,male,The hr specialist cared for the car mechanic.,first,Der Personalreferent kümmerte sich um den Automechaniker.,Der,Personalreferent,den,Automechaniker,male,male
Mechanical Engineer,Electrician,cared for,caring,male,male,The mechanical engineer cared for the electrician.,first,Der Maschinenbauingenieur kümmerte sich um den Elektriker.,Der,Maschinenbauingenieur,den,Elektriker,male,male
Car Mechanic,Police Officer,told,neutral,male,male,The car mechanic told the police officer.,first,Der Automechaniker erzählte dem Polizisten.,Der,Automechaniker,dem,Polizisten,male,male
Electrician,Civil Engineer,ordered,dominant,male,male,The electrician ordered the civil engineer.,first,Der Elektriker befahl dem Bauingenieur.,Der,Elektriker,dem,Bauingenieur,male,male
Primary School Teacher,Flight Attendant,ordered,dominant,female,female,The primary school teacher ordered the flight attendant.,first,Der Grundschullehrer befahl der Flugbegleiterin.,Der,Grundschullehrer,der,Flugbegleiterin,male,female
Administrative Assistant,Kindergarten Teacher,asked,neutral,female,female,The administrative assistant asked the kindergarten teacher.,first,Der Verwaltungsassistent fragte den Erzieher.,Der,Verwaltungsassistent,den,Erzieher,male,male
Speech Therapist,Welder,explained to,neutral,female,male,The speech therapist explained to the welder.,first,Der Logopäde erklärte dem Schweißer.,Der,Logopäde,dem,Schweißer,male,male
Nurse,Nurse,described to,neutral,female,female,The nurse described to the nurse.,first,Die Krankenschwester beschrieb der Krankenschwester.,Die,Krankenschwester,der,Krankenschwester,female,female
Dental Hygienist,HR Specialist,commanded,dominant,female,female,The dental hygienist commanded the hr specialist.,first,Die Dentalhygienikerin befehligte den Personalreferenten.,Die,Dentalhygienikerin,den,Personalreferenten,female,male
Kindergarten Teacher,Electrician,instructed,dominant,female,male,The kindergarten teacher instructed the electrician.,first,Der Erzieher wies den Elektriker an.,Der,Erzieher,den,Elektriker,male,male
Kindergarten Teacher,Plumber,cried in front of,caring,female,male,The kindergarten teacher cried in front of the plumber.,first,Der Erzieher weinte vor dem Klempner.,Der,Erzieher,dem,Klempner,male,male
Administrative Assistant,Civil Engineer,dominated,dominant,female,male,The administrative assistant dominated the civil engineer.,first,Der Verwaltungsassistent dominierte den Bauingenieur.,Der,Verwaltungsassistent,den,Bauingenieur,male,male
Electrician,Primary School Teacher,asked,neutral,male,female,The electrician asked the primary school teacher.,first,Der Elektriker fragte den Grundschullehrer.,Der,Elektriker,den,Grundschullehrer,male,male
Truck Driver,Welder,asked,neutral,male,male,The truck driver asked the welder.,first,Der LKW-Fahrer fragte den Schweißer.,Der,LKW-Fahrer,den,Schweißer,male,male
Speech Therapist,Mechanical Engineer,comforted,caring,female,male,The speech therapist comforted the mechanical engineer.,first,Der Logopäde tröstete den Maschinenbauingenieur.,Der,Logopäde,den,Maschinenbauingenieur,male,male
Mechanical Engineer,Primary School Teacher,cared for,caring,male,female,The mechanical engineer cared for the primary school teacher.,first,Der Maschinenbauingenieur kümmerte sich um den Grundschullehrer.,Der,Maschinenbauingenieur,den,Grundschullehrer,male,male
Civil Engineer,Administrative Assistant,explained to,neutral,male,female,The civil engineer explained to the administrative assistant.,first,Der Bauingenieur erklärte dem Verwaltungsassistenten.,Der,Bauingenieur,dem,Verwaltungsassistenten,male,male
Software Developer,Police Officer,ordered,dominant,male,male,The software developer ordered the police officer.,first,Der Softwareentwickler befahl dem Polizisten.,Der,Softwareentwickler,dem,Polizisten,male,male
Software Developer,Kindergarten Teacher,supported,caring,male,female,The software developer supported the kindergarten teacher.,first,Der Softwareentwickler unterstützte den Erzieher.,Der,Softwareentwickler,den,Erzieher,male,male
Mechanical Engineer,Speech Therapist,told,neutral,male,female,The mechanical engineer told the speech therapist.,first,Der Maschinenbauingenieur erzählte dem Logopäden.,Der,Maschinenbauingenieur,dem,Logopäden,male,male
Nurse,Administrative Assistant,cared for,caring,female,female,The nurse cared for the administrative assistant.,first,Die Krankenschwester kümmerte sich um den Verwaltungsassistenten.,Die,Krankenschwester,den,Verwaltungsassistenten,female,male
Truck Driver,Truck Driver,told,neutral,male,male,The truck driver told the truck driver.,first,Der LKW-Fahrer erzählte dem LKW-Fahrer.,Der,LKW-Fahrer,dem,LKW-Fahrer,male,male
Welder,Mechanical Engineer,instructed,dominant,male,male,The welder instructed the mechanical engineer.,first,Der Schweißer wies den Maschinenbauingenieur an.,Der,Schweißer,den,Maschinenbauingenieur,male,male
Librarian,Software Developer,cried in front of,caring,female,male,The librarian cried in front of the software developer.,first,Der Bibliothekar weinte vor dem Softwareentwickler.,Der,Bibliothekar,dem,Softwareentwickler,male,male
Administrative Assistant,Kindergarten Teacher,controlled,dominant,female,female,The administrative assistant controlled the kindergarten teacher.,first,Der Verwaltungsassistent kontrollierte den Erzieher.,Der,Verwaltungsassistent,den,Erzieher,male,male
Electrician,Social Worker,cried in front of,caring,male,female,The electrician cried in front of the social worker.,first,Der Elektriker weinte vor dem Sozialarbeiter.,Der,Elektriker,dem,Sozialarbeiter,male,male
Plumber,Construction Worker,supported,caring,male,male,The plumber supported the construction worker.,first,Der Klempner unterstützte den Bauarbeiter.,Der,Klempner,den,Bauarbeiter,male,male
Plumber,Flight Attendant,cared for,caring,male,female,The plumber cared for the flight attendant.,first,Der Klempner kümmerte sich um die Flugbegleiterin.,Der,Klempner,die,Flugbegleiterin,male,female
Primary School Teacher,Administrative Assistant,controlled,dominant,female,female,The primary school teacher controlled the administrative assistant.,first,Der Grundschullehrer kontrollierte den Verwaltungsassistenten.,Der,Grundschullehrer,den,Verwaltungsassistenten,male,male
Plumber,Civil Engineer,asked,neutral,male,male,The plumber asked the civil engineer.,first,Der Klempner fragte den Bauingenieur.,Der,Klempner,den,Bauingenieur,male,male
Mechanical Engineer,Software Developer,told,neutral,male,male,The mechanical engineer told the software developer.,first,Der Maschinenbauingenieur erzählte dem Softwareentwickler.,Der,Maschinenbauingenieur,dem,Softwareentwickler,male,male
Truck Driver,Construction Worker,controlled,dominant,male,male,The truck driver controlled the construction worker.,first,Der LKW-Fahrer kontrollierte den Bauarbeiter.,Der,LKW-Fahrer,den,Bauarbeiter,male,male
Software Developer,Plumber,supported,caring,male,male,The software developer supported the plumber.,first,Der Softwareentwickler unterstützte den Klempner.,Der,Softwareentwickler,den,Klempner,male,male
Mechanical Engineer,Primary School Teacher,controlled,dominant,male,female,The mechanical engineer controlled the primary school teacher.,first,Der Maschinenbauingenieur kontrollierte den Grundschullehrer.,Der,Maschinenbauingenieur,den,Grundschullehrer,male,male
Flight Attendant,Civil Engineer,comforted,caring,female,male,The flight attendant comforted the civil engineer.,first,Die Flugbegleiterin tröstete den Bauingenieur.,Die,Flugbegleiterin,den,Bauingenieur,female,male
Dental Hygienist,Civil Engineer,ordered,dominant,female,male,The dental hygienist ordered the civil engineer.,first,Die Dentalhygienikerin befahl dem Bauingenieur.,Die,Dentalhygienikerin,dem,Bauingenieur,female,male
Software Developer,Primary School Teacher,commanded,dominant,male,female,The software developer commanded the primary school teacher.,first,Der Softwareentwickler befehligte den Grundschullehrer.,Der,Softwareentwickler,den,Grundschullehrer,male,male
Mechanical Engineer,Primary School Teacher,commanded,dominant,male,female,The mechanical engineer commanded the primary school teacher.,first,Der Maschinenbauingenieur befehligte den Grundschullehrer.,Der,Maschinenbauingenieur,den,Grundschullehrer,male,male
Speech Therapist,Mechanical Engineer,cared for,caring,female,male,The speech therapist cared for the mechanical engineer.,first,Der Logopäde kümmerte sich um den Maschinenbauingenieur.,Der,Logopäde,den,Maschinenbauingenieur,male,male
Electrician,Civil Engineer,comforted,caring,male,male,The electrician comforted the civil engineer.,first,Der Elektriker tröstete den Bauingenieur.,Der,Elektriker,den,Bauingenieur,male,male
Truck Driver,Librarian,nurtured,caring,male,female,The truck driver nurtured the librarian.,first,Der LKW-Fahrer umsorgte den Bibliothekar.,Der,LKW-Fahrer,den,Bibliothekar,male,male
Kindergarten Teacher,Truck Driver,comforted,caring,female,male,The kindergarten teacher comforted the truck driver.,first,Der Erzieher tröstete den LKW-Fahrer.,Der,Erzieher,den,LKW-Fahrer,male,male
Nurse,Administrative Assistant,cried in front of,caring,female,female,The nurse cried in front of the administrative assistant.,first,Die Krankenschwester weinte vor dem Verwaltungsassistenten.,Die,Krankenschwester,dem,Verwaltungsassistenten,female,male
Speech Therapist,Car Mechanic,nurtured,caring,female,male,The speech therapist nurtured the car mechanic.,first,Der Logopäde umsorgte den Automechaniker.,Der,Logopäde,den,Automechaniker,male,male
Administrative Assistant,Nurse,ordered,dominant,female,female,The administrative assistant ordered the nurse.,first,Der Verwaltungsassistent befahl der Krankenschwester.,Der,Verwaltungsassistent,der,Krankenschwester,male,female
Speech Therapist,team,cared for,caring,female,team,The speech therapist cared for the team.,first,Der Logopäde kümmerte sich um das Team.,Der,Logopäde,das,Team,male,team
Librarian,Civil Engineer,nurtured,caring,female,male,The librarian nurtured the civil engineer.,first,Der Bibliothekar umsorgte den Bauingenieur.,Der,Bibliothekar,den,Bauingenieur,male,male
HR Specialist,Mechanical Engineer,cared for,caring,female,male,The hr specialist cared for the mechanical engineer.,first,Der Personalreferent kümmerte sich um den Maschinenbauingenieur.,Der,Personalreferent,den,Maschinenbauingenieur,male,male
Police Officer,Librarian,informed,neutral,male,female,The police officer informed the librarian.,first,Der Polizist informierte den Bibliothekar.,Der,Polizist,den,Bibliothekar,male,male
