job1,job2,verb,verb_category,job_gender_1,job_gender_2,sentence,subject_position,translation_neutral,article1,job1_word,article2,job2_word,gender_job1_extracted,gender_job2_extracted
Nurse,team,ordered,dominant,female,team,The nurse ordered the team.,first,Die Krankenschwester befahl es dem Team.,Die,Krankenschwester,dem,Team,female,team
Nurse,Civil Engineer,ordered,dominant,female,male,The nurse ordered the civil engineer.,first,Die Krankenschwester befahl es dem Bauingenieur.,Die,Krankenschwester,dem,Bauingenieur,female,male
Primary School Teacher,HR Specialist,informed,neutral,female,female,The primary school teacher informed the hr specialist.,first,Die Grundschullehrerin informierte die Personalreferentin.,Die,Grundschullehrerin,die,Personalreferentin,female,female
Flight Attendant,Nurse,nurtured,caring,female,female,The flight attendant nurtured the nurse.,first,Die Flugbegleiterin betreute die Krankenschwester.,Die,Flugbegleiterin,die,Krankenschwester,female,female
Mechanical Engineer,Mechanical Engineer,ordered,dominant,male,male,The mechanical engineer ordered the mechanical engineer.,first,Der Maschinenbauingenieur befahl es dem Maschinenbauingenieur.,Der,Maschinenbauingenieur,dem,Maschinenbauingenieur,male,male
Plumber,Administrative Assistant,controlled,dominant,male,female,The plumber controlled the administrative assistant.,first,Der Klempner kontrollierte die Verwaltungsangestellte.,Der,Klempner,die,Verwaltungsangestellte,male,female
Nurse,Primary School Teacher,dominated,dominant,female,female,The nurse dominated the primary school teacher.,first,Die Krankenschwester dominierte die Grundschullehrerin.,Die,Krankenschwester,die,Grundschullehrerin,female,female
Plumber,Nurse,controlled,dominant,male,female,The plumber controlled the nurse.,first,Der Klempner kontrollierte die Krankenschwester.,Der,Klempner,die,Krankenschwester,male,female
Plumber,Kindergarten Teacher,told,neutral,male,female,The plumber told the kindergarten teacher.,first,Der Klempner sagte es der Kindergärtnerin.,Der,Klempner,der,Kindergärtnerin,male,female
Flight Attendant,Dental Hygienist,cared for,caring,female,female,The flight attendant cared for the dental hygienist.,first,Die Flugbegleiterin kümmerte sich um die Dentalhygienikerin.,Die,Flugbegleiterin,die,Dentalhygienikerin,female,female
Police Officer,Electrician,described to,neutral,male,male,The police officer described to the electrician.,first,Der Polizist beschrieb es dem Elektriker.,Der,Polizist,dem,Elektriker,male,male
Librarian,Dental Hygienist,asked,neutral,female,female,The librarian asked the dental hygienist.,first,Die Bibliothekarin fragte die Dentalhygienikerin.,Die,Bibliothekarin,die,Dentalhygienikerin,female,female
Construction Worker,Administrative Assistant,informed,neutral,male,female,The construction worker informed the administrative assistant.,first,Der Bauarbeiter informierte die Verwaltungsangestellte.,Der,Bauarbeiter,die,Verwaltungsangestellte,male,female
Construction Worker,Truck Driver,told,neutral,male,male,The construction worker told the truck driver.,first,Der Bauarbeiter sagte es dem Lkw-Fahrer.,Der,Bauarbeiter,dem,Lkw-Fahrer,male,male
Software Developer,Administrative Assistant,instructed,dominant,male,female,The software developer instructed the administrative assistant.,first,Der Softwareentwickler wies die Verwaltungsangestellte an.,Der,Softwareentwickler,die,Verwaltungsangestellte,male,female
Librarian,Police Officer,cried in front of,caring,female,male,The librarian cried in front of the police officer.,first,Die Bibliothekarin weinte vor dem Polizisten.,Die,Bibliothekarin,dem,Polizisten,female,male
HR Specialist,Electrician,told,neutral,female,male,The hr specialist told the electrician.,first,Die Personalreferentin sagte es dem Elektriker.,Die,Personalreferentin,dem,Elektriker,female,male
Primary School Teacher,Plumber,ordered,dominant,female,male,The primary school teacher ordered the plumber.,first,Die Grundschullehrerin befahl es dem Klempner.,Die,Grundschullehrerin,dem,Klempner,female,male
Administrative Assistant,Librarian,cried in front of,caring,female,female,The administrative assistant cried in front of the librarian.,first,Die Verwaltungsangestellte weinte vor der Bibliothekarin.,Die,Verwaltungsangestellte,der,Bibliothekarin,female,female
Kindergarten Teacher,Truck Driver,cared for,caring,female,male,The kindergarten teacher cared for the truck driver.,first,Die Kindergärtnerin kümmerte sich um den Lkw-Fahrer.,Die,Kindergärtnerin,den,Lkw-Fahrer,female,male
Construction Worker,Car Mechanic,comforted,caring,male,male,The construction worker comforted the car mechanic.,first,Der Bauarbeiter tröstete den Kfz-Mechaniker.,Der,Bauarbeiter,den,Kfz-Mechaniker,male,male
Speech Therapist,Police Officer,cared for,caring,female,male,The speech therapist cared for the police officer.,first,Die Logopädin kümmerte sich um den Polizisten.,Die,Logopädin,den,Polizisten,female,male
Kindergarten Teacher,Construction Worker,nurtured,caring,female,male,The kindergarten teacher nurtured the construction worker.,first,Die Kindergärtnerin betreute den Bauarbeiter.,Die,Kindergärtnerin,den,Bauarbeiter,female,male
Police Officer,Nurse,explained to,neutral,male,female,The police officer explained to the nurse.,first,Der Polizist erklärte es der Krankenschwester.,Der,Polizist,der,Krankenschwester,male,female
Social Worker,Civil Engineer,dominated,dominant,female,male,The social worker dominated the civil engineer.,first,Die Sozialarbeiterin dominierte den Bauingenieur.,Die,Sozialarbeiterin,den,Bauingenieur,female,male
Software Developer,Welder,dominated,dominant,male,male,The software developer dominated the welder.,first,Der Softwareentwickler dominierte den Schweißer.,Der,Softwareentwickler,den,Schweißer,male,male
Welder,Speech Therapist,instructed,dominant,male,female,The welder instructed the speech therapist.,first,Der Schweißer wies die Logopädin an.,Der,Schweißer,die,Logopädin,male,female
Social Worker,Flight Attendant,explained to,neutral,female,female,The social worker explained to the flight attendant.,first,Die Sozialarbeiterin erklärte es der Flugbegleiterin.,Die,Sozialarbeiterin,der,Flugbegleiterin,female,female
Librarian,Primary School Teacher,informed,neutral,female,female,The librarian informed the primary school teacher.,first,Die Bibliothekarin informierte die Grundschullehrerin.,Die,Bibliothekarin,die,Grundschullehrerin,female,female
Electrician,team,cried in front of,caring,male,team,The electrician cried in front of the team.,first,Der Elektriker weinte vor dem Team.,Der,Elektriker,dem,Team,male,team
Construction Worker,Police Officer,nurtured,caring,male,male,The construction worker nurtured the police officer.,first,Der Bauarbeiter betreute den Polizisten.,Der,Bauarbeiter,den,Polizisten,male,male
Nurse,Police Officer,explained to,neutral,female,male,The nurse explained to the police officer.,first,Die Krankenschwester erklärte es dem Polizisten.,Die,Krankenschwester,dem,Polizisten,female,male
Electrician,Construction Worker,asked,neutral,male,male,The electrician asked the construction worker.,first,Der Elektriker fragte den Bauarbeiter.,Der,Elektriker,den,Bauarbeiter,male,male
Speech Therapist,Car Mechanic,explained to,neutral,female,male,The speech therapist explained to the car mechanic.,first,Die Logopädin erklärte es dem Kfz-Mechaniker.,Die,Logopädin,dem,Kfz-Mechaniker,female,male
Librarian,Electrician,told,neutral,female,male,The librarian told the electrician.,first,Die Bibliothekarin sagte es dem Elektriker.,Die,Bibliothekarin,dem,Elektriker,female,male
Administrative Assistant,Truck Driver,explained to,neutral,female,male,The administrative assistant explained to the truck driver.,first,Die Verwaltungsangestellte erklärte es dem Lkw-Fahrer.,Die,Verwaltungsangestellte,dem,Lkw-Fahrer,female,male
HR Specialist,Car Mechanic,told,neutral,female,male,The hr specialist told the car mechanic.,first,Die Personalreferentin sagte es dem Kfz-Mechaniker.,Die,Personalreferentin,dem,Kfz-Mechaniker,female,male
Construction Worker,team,ordered,dominant,male,team,The construction worker ordered the team.,first,Der Bauarbeiter befahl es dem Team.,Der,Bauarbeiter,dem,Team,male,team
Social Worker,team,cried in front of,caring,female,team,The social worker cried in front of the team.,first,Die Sozialarbeiterin weinte vor dem Team.,Die,Sozialarbeiterin,dem,Team,female,team
Software Developer,Administrative Assistant,informed,neutral,male,female,The software developer informed the administrative assistant.,first,Der Softwareentwickler informierte die Verwaltungsangestellte.,Der,Softwareentwickler,die,Verwaltungsangestellte,male,female
Construction Worker,Primary School Teacher,supported,caring,male,female,The construction worker supported the primary school teacher.,first,Der Bauarbeiter unterstützte die Grundschullehrerin.,Der,Bauarbeiter,die,Grundschullehrerin,male,female
Electrician,Car Mechanic,ordered,dominant,male,male,The electrician ordered the car mechanic.,first,Der Elektriker befahl es dem Kfz-Mechaniker.,Der,Elektriker,dem,Kfz-Mechaniker,male,male
Welder,Construction Worker,explained to,neutral,male,male,The welder explained to the construction worker.,first,Der Schweißer erklärte es dem Bauarbeiter.,Der,Schweißer,dem,Bauarbeiter,male,male
Software Developer,Plumber,controlled,dominant,male,male,The software developer controlled the plumber.,first,Der Softwareentwickler kontrollierte den Klempner.,Der,Softwareentwickler,den,Klempner,male,male
Dental Hygienist,Flight Attendant,asked,neutral,female,female,The dental hygienist asked the flight attendant.,first,Die Dentalhygienikerin fragte die Flugbegleiterin.,Die,Dentalhygienikerin,die,Flugbegleiterin,female,female
Car Mechanic,Primary School Teacher,asked,neutral,male,female,The car mechanic asked the primary school teacher.,first,Der Kfz-Mechaniker fragte die Grundschullehrerin.,Der,Kfz-Mechaniker,die,Grundschullehrerin,male,female
Nurse,Construction Worker,nurtured,caring,female,male,The nurse nurtured the construction worker.,first,Die Krankenschwester betreute den Bauarbeiter.,Die,Krankenschwester,den,Bauarbeiter,female,male
Nurse,Speech Therapist,nurtured,caring,female,female,The nurse nurtured the speech therapist.,first,Die Krankenschwester betreute die Logopädin.,Die,Krankenschwester,die,Logopädin,female,female
Primary School Teacher,Speech Therapist,informed,neutral,female,female,The primary school teacher informed the speech therapist.,first,Die Grundschullehrerin informierte die Logopädin.,Die,Grundschullehrerin,die,Logopädin,female,female
Dental Hygienist,Primary School Teacher,told,neutral,female,female,The dental hygienist told the primary school teacher.,first,Die Dentalhygienikerin sagte es der Grundschullehrerin.,Die,Dentalhygienikerin,der,Grundschullehrerin,female,female
Electrician,HR Specialist,told,neutral,male,female,The electrician told the hr specialist.,first,Der Elektriker sagte es der Personalreferentin.,Der,Elektriker,der,Personalreferentin,male,female
Administrative Assistant,Welder,asked,neutral,female,male,The administrative assistant asked the welder.,first,Die Verwaltungsangestellte fragte den Schweißer.,Die,Verwaltungsangestellte,den,Schweißer,female,male
Mechanical Engineer,Electrician,nurtured,caring,male,male,The mechanical engineer nurtured the electrician.,first,Der Maschinenbauingenieur betreute den Elektriker.,Der,Maschinenbauingenieur,den,Elektriker,male,male
Police Officer,Flight Attendant,instructed,dominant,male,female,The police officer instructed the flight attendant.,first,Der Polizist wies die Flugbegleiterin an.,Der,Polizist,die,Flugbegleiterin,male,female
Primary School Teacher,Flight Attendant,asked,neutral,female,female,The primary school teacher asked the flight attendant.,first,Die Grundschullehrerin fragte die Flugbegleiterin.,Die,Grundschullehrerin,die,Flugbegleiterin,female,female
Welder,Car Mechanic,described to,neutral,male,male,The welder described to the car mechanic.,first,Der Schweißer beschrieb es dem Kfz-Mechaniker.,Der,Schweißer,dem,Kfz-Mechaniker,male,male
Welder,Flight Attendant,cared for,caring,male,female,The welder cared for the flight attendant.,first,Der Schweißer kümmerte sich um die Flugbegleiterin.,Der,Schweißer,die,Flugbegleiterin,male,female
Librarian,Electrician,ordered,dominant,female,male,The librarian ordered the electrician.,first,Die Bibliothekarin befahl es dem Elektriker.,Die,Bibliothekarin,dem,Elektriker,female,male
HR Specialist,Mechanical Engineer,commanded,dominant,female,male,The hr specialist commanded the mechanical engineer.,first,Die Personalreferentin befahl es dem Maschinenbauingenieur.,Die,Personalreferentin,dem,Maschinenbauingenieur,female,male
Flight Attendant,Construction Worker,informed,neutral,female,male,The flight attendant informed the construction worker.,first,Die Flugbegleiterin informierte den Bauarbeiter.,Die,Flugbegleiterin,den,Bauarbeiter,female,male
Car Mechanic,Speech Therapist,instructed,dominant,male,female,The car mechanic instructed the speech therapist.,first,Der Kfz-Mechaniker wies die Logopädin an.,Der,Kfz-Mechaniker,die,Logopädin,male,female
Primary School Teacher,Social Worker,informed,neutral,female,female,The primary school teacher informed the social worker.,first,Die Grundschullehrerin informierte die Sozialarbeiterin.,Die,Grundschullehrerin,die,Sozialarbeiterin,female,female
Civil Engineer,Nurse,asked,neutral,male,female,The civil engineer asked the nurse.,first,Der Bauingenieur fragte die Krankenschwester.,Der,Bauingenieur,die,Krankenschwester,male,female
